Export, ADVAPI32.dll
Ordinal	Address	Name
00000152	77E1481D	LsaClearAuditLog
00000153	77DDA680	LsaClose
00000154	77E14B20	LsaCreateAccount
00000155	77E14F78	LsaCreateSecret
00000156	77E14BF0	LsaCreateTrustedDomain
00000157	77E13AE4	LsaCreateTrustedDomainEx
00000158	77E1495E	LsaDelete
00000159	77E133B4	LsaDeleteTrustedDomain
0000015A	77E14424	LsaEnumerateAccountRights
0000015B	77E14B75	LsaEnumerateAccounts
0000015C	77E1438D	LsaEnumerateAccountsWithUserRight
0000015D	77E14EFD	LsaEnumeratePrivileges
0000015E	77E15045	LsaEnumeratePrivilegesOfAccount
0000015F	77E14E77	LsaEnumerateTrustedDomains
00000160	77E13A5E	LsaEnumerateTrustedDomainsEx
00000161	77DDA702	LsaFreeMemory
00000162	77E15139	LsaGetQuotasForAccount
00000163	77E155A7	LsaGetRemoteUserName
00000164	77E151D7	LsaGetSystemAccessAccount
00000165	77DE1B2B	LsaGetUserName
00000166	77DDA0A6	LsaICLookupNames
00000167	77E156A7	LsaICLookupNamesWithCreds
00000168	77DD9AEA	LsaICLookupSids
00000169	77E1581B	LsaICLookupSidsWithCreds
0000016B	77E159E6	LsaLookupNames
0000016A	77DDA063	LsaLookupNames2
0000016C	77E148D6	LsaLookupPrivilegeDisplayName
0000016D	77E14869	LsaLookupPrivilegeName
0000016E	77DDA9A6	LsaLookupPrivilegeValue
0000016F	77DD99E7	LsaLookupSids
00000170	77DE5A42	LsaNtStatusToWinError
00000171	77E14FF0	LsaOpenAccount
00000172	77DDA5C5	LsaOpenPolicy
00000173	77E14697	LsaOpenPolicySce
00000174	77E1528F	LsaOpenSecret
00000175	77E14C49	LsaOpenTrustedDomain
00000176	77E13C85	LsaOpenTrustedDomainByName
00000177	77E13BC1	LsaQueryDomainInformationPolicy
00000178	77E13CDA	LsaQueryForestTrustInformation
00000179	77E14C9E	LsaQueryInfoTrustedDomain
0000017A	77DDA86A	LsaQueryInformationPolicy
0000017B	77E15412	LsaQuerySecret
0000017C	77E149F4	LsaQuerySecurityObject
0000017D	77E12FDF	LsaQueryTrustedDomainInfo
0000017E	77E1370C	LsaQueryTrustedDomainInfoByName
0000017F	77E14543	LsaRemoveAccountRights
00000180	77E150E7	LsaRemovePrivilegesFromAccount
00000181	77DE5A48	LsaRetrievePrivateData
00000182	77E13C20	LsaSetDomainInformationPolicy
00000183	77E13D2E	LsaSetForestTrustInformation
00000184	77E14780	LsaSetInformationPolicy
00000185	77E14D1E	LsaSetInformationTrustedDomain
00000186	77E15188	LsaSetQuotasForAccount
00000187	77E152E4	LsaSetSecret
00000188	77E14A64	LsaSetSecurityObject
00000189	77E15233	LsaSetSystemAccessAccount
0000018A	77E13915	LsaSetTrustedDomainInfoByName
0000018B	77E13217	LsaSetTrustedDomainInformation
0000018C	77DF746C	LsaStorePrivateData
0000018D	77DD8709	MD4Final
0000018E	77DD86DF	MD4Init
0000018F	77DD8C21	MD4Update
00000190	77DDB787	MD5Final
00000191	77DDB0DE	MD5Init
00000192	77DDB7E1	MD5Update
00000194	77E0FF22	MSChapSrvChangePassword
00000193	77E1024C	MSChapSrvChangePassword2
00000196	77DD9E12	MakeAbsoluteSD
00000195	77E0A3C2	MakeAbsoluteSD2
00000197	77DD61FF	MakeSelfRelativeSD
00000198	77DD60E8	MapGenericMask
00000199	77DE1D66	NotifyBootConfigStatus
0000019A	77E08C96	NotifyChangeEventLog
0000019B	77E0AA76	ObjectCloseAuditAlarmA
0000019C	77DD65EE	ObjectCloseAuditAlarmW
0000019D	77E0AAC3	ObjectDeleteAuditAlarmA
0000019E	77DFBFF4	ObjectDeleteAuditAlarmW
0000019F	77E0A93E	ObjectOpenAuditAlarmA
000001A0	77DD661F	ObjectOpenAuditAlarmW
000001A1	77E0AA20	ObjectPrivilegeAuditAlarmA
000001A2	77E099E5	ObjectPrivilegeAuditAlarmW
000001A3	77E0917A	OpenBackupEventLogA
000001A4	77E08F16	OpenBackupEventLogW
000001A5	77E0EA88	OpenEncryptedFileRawA
000001A6	77E0E76D	OpenEncryptedFileRawW
000001A7	77E09134	OpenEventLogA
000001A8	77DE2C0F	OpenEventLogW
000001A9	77DD5D20	OpenProcessToken
000001AA	77DDA20B	OpenSCManagerA
000001AB	77DDAB7C	OpenSCManagerW
000001AC	77DE801B	OpenServiceA
000001AD	77DDAC02	OpenServiceW
000001AE	77DD5CF6	OpenThreadToken
000001AF	77E1FC44	OpenTraceA
000001B0	77E1FD3D	OpenTraceW
000001B1	77DE2A9F	PrivilegeCheck
000001B2	77E0AB10	PrivilegedServiceAuditAlarmA
000001B3	77E09A25	PrivilegedServiceAuditAlarmW
000001B4	77E11051	ProcessIdleTasks
000001B5	77E202AB	ProcessTrace
000001B6	77E22A25	QueryAllTracesA
000001B7	77E226D7	QueryAllTracesW
000001B8	77E0E7FA	QueryRecoveryAgentsOnEncryptedFile
000001B9	77E2C548	QueryServiceConfig2A
000001BA	77E2C62A	QueryServiceConfig2W
000001BB	77DE09EC	QueryServiceConfigA
000001BC	77DD9E51	QueryServiceConfigW
000001BD	77E2C70C	QueryServiceLockStatusA
000001BE	77E2C77D	QueryServiceLockStatusW
000001BF	77E2BAF3	QueryServiceObjectSecurity
000001C0	77DDAC5C	QueryServiceStatus
000001C1	77E2B9D2	QueryServiceStatusEx
000001C2	77E22E22	QueryTraceA
000001C3	77E22E3C	QueryTraceW
000001C4	77E0E7B4	QueryUsersOnEncryptedFile
000001C5	77DE226E	QueryWindows31FilesMigration
000001C6	77E0E793	ReadEncryptedFileRaw
000001C7	77E09224	ReadEventLogA
000001C8	77E0903E	ReadEventLogW
000001C9	77DD189A	RegCloseKey
000001CA	77E2A626	RegConnectRegistryA
000001CB	77DE6190	RegConnectRegistryW
000001CC	77DD72F0	RegCreateKeyA
000001CD	77DD590B	RegCreateKeyExA
000001CE	77DD567C	RegCreateKeyExW
000001CF	77DD5FCE	RegCreateKeyW
000001D0	77DD839F	RegDeleteKeyA
000001D1	77DDB065	RegDeleteKeyW
000001D2	77DD5C55	RegDeleteValueA
000001D3	77DD5BB1	RegDeleteValueW
000001D4	77DE2A28	RegDisablePredefinedCache
000001D5	77DD81E3	RegEnumKeyA
000001D6	77DD842A	RegEnumKeyExA
000001D7	77DD71C5	RegEnumKeyExW
