Export, KERNEL32.dll
Ordinal	Address	Name
000001E5	77E69756	GlobalMemoryStatusEx
000001E6	77E6E341	GlobalReAlloc
000001E7	77E6C879	GlobalSize
000001E8	77EB6A2D	GlobalUnWire
000001E9	77EB6A11	GlobalUnfix
000001EA	77E71B14	GlobalUnlock
000001EB	77EB6A24	GlobalWire
000001EC	77EBA275	Heap32First
000001ED	77EBA13E	Heap32ListFirst
000001EE	77EBA1E5	Heap32ListNext
000001EF	77EBA388	Heap32Next
000001F0	77E88879	HeapAlloc
000001F1	77E6CB19	HeapCompact
000001F2	77E7C726	HeapCreate
000001F3	77EB6BEE	HeapCreateTagsW
000001F4	77E76E0B	HeapDestroy
000001F5	77EB6BC4	HeapExtend
000001F6	77E8888F	HeapFree
000001F7	77EB6CC4	HeapLock
000001F8	77EB6E11	HeapQueryInformation
000001F9	77EB6BF8	HeapQueryTagW
000001FA	77E888A1	HeapReAlloc
000001FB	77EB6DE8	HeapSetInformation
000001FC	77E888B9	HeapSize
000001FD	77EB6C02	HeapSummary
000001FE	77EB6CD7	HeapUnlock
000001FF	77EB6C57	HeapUsage
00000200	77E6C924	HeapValidate
00000201	77EB6CEA	HeapWalk
00000202	77E965D4	InitAtomTable
00000203	77E79908	InitializeCriticalSection
00000204	77E7C706	InitializeCriticalSectionAndSpinCount
00000205	77E888CB	InitializeSListHead
00000206	77E79A26	InterlockedCompareExchange
00000207	77E778C5	InterlockedDecrement
00000208	77E775F1	InterlockedExchange
00000209	77E76B5C	InterlockedExchangeAdd
0000020A	77E888E8	InterlockedFlushSList
0000020B	77E777EF	InterlockedIncrement
0000020C	77E88907	InterlockedPopEntrySList
0000020D	77E88929	InterlockedPushEntrySList
0000020E	77EC75F7	InvalidateConsoleDIBits
0000020F	77E7176C	IsBadCodePtr
00000210	77E6C91F	IsBadHugeReadPtr
00000211	77E6C91A	IsBadHugeWritePtr
00000212	77E7339C	IsBadReadPtr
00000213	77E745CA	IsBadStringPtrA
00000214	77E741A0	IsBadStringPtrW
00000215	77E73196	IsBadWritePtr
00000216	77E74995	IsDBCSLeadByte
00000217	77E630AD	IsDBCSLeadByteEx
00000218	77E72E92	IsDebuggerPresent
00000219	77EC0C7A	IsProcessInJob
0000021A	77E8063F	IsProcessorFeaturePresent
0000021B	77EB83D4	IsSystemResumeAutomatic
0000021C	77E75243	IsValidCodePage
0000021D	77EC9EEE	IsValidLanguageGroup
0000021E	77E752B8	IsValidLocale
0000021F	77E78A96	IsValidUILanguage
00000220	77E98B96	IsWow64Process
00000221	77E77405	LCMapStringA
00000222	77E781F9	LCMapStringW
00000223	77EBBA18	LZClose
00000224	77EBB9AB	LZCloseFile
00000225	77EB2DBF	LZCopy
00000226	77EBB57C	LZCreateFileW
00000227	77ECF9C1	LZDone
00000228	77EBB438	LZInit
00000229	77EBB626	LZOpenFileA
0000022A	77EBB6BB	LZOpenFileW
0000022B	77EBB7A4	LZRead
0000022C	77EBB720	LZSeek
0000022D	77ECF58A	LZStart
0000022E	77E8894C	LeaveCriticalSection
0000022F	77E805D8	LoadLibraryA
00000230	77E805B8	LoadLibraryExA
00000231	77E8049B	LoadLibraryExW
00000232	77E7296F	LoadLibraryW
00000233	77EB8848	LoadModule
00000234	77E760B5	LoadResource
00000235	77E79881	LocalAlloc
00000236	77E9A9AD	LocalCompact
00000237	77E64BC1	LocalFileTimeToFileTime
00000238	77EAF9BF	LocalFlags
00000239	77E79A45	LocalFree
0000023A	77E9AAEB	LocalHandle
0000023B	77E6CE8C	LocalLock
0000023C	77E73458	LocalReAlloc
0000023D	77EB6BB3	LocalShrink
0000023E	77E6BE07	LocalSize
0000023F	77E6CF0F	LocalUnlock
00000240	77E64E2B	LockFile
00000241	77EB5003	LockFileEx
00000242	77E7C931	LockResource
00000243	77EB6A84	MapUserPhysicalPages
00000244	77EB6AAB	MapUserPhysicalPagesScatter
00000245	77E74D76	MapViewOfFile
00000246	77E7C1BD	MapViewOfFileEx
00000247	77EBA994	Module32First
00000248	77EBA8E2	Module32FirstW
00000249	77EBAAFA	Module32Next
0000024A	77EBAA60	Module32NextW
0000024B	77E71AFE	MoveFileA
0000024C	77E645E4	MoveFileExA
0000024D	77E630F1	MoveFileExW
0000024E	77E64B7C	MoveFileW
0000024F	77E71A92	MoveFileWithProgressA
00000250	77E71783	MoveFileWithProgressW
00000251	77E72CF4	MulDiv
00000252	77E77CCE	MultiByteToWideChar
00000253	77E7B0D2	NlsConvertIntegerToString
00000254	77E64C8A	NlsGetCacheUpdateCount
00000255	77EC9ECD	NlsResetProcessLocale
00000256	77EB7CC7	NumaVirtualQueryNode
00000257	77E80235	OpenConsoleW
00000258	77E62F7C	OpenDataFile
00000259	77E73AB3	OpenEventA
0000025A	77E73A2B	OpenEventW
0000025B	77E6CD4F	OpenFile
0000025C	77E7C815	OpenFileMappingA
0000025D	77E7C788	OpenFileMappingW
0000025E	77EC0D37	OpenJobObjectA
0000025F	77EC0BE6	OpenJobObjectW
00000260	77E8074A	OpenMutexA
00000261	77E806C7	OpenMutexW
